110	120	130	140	150	160	170	180	190	200	freq
5.418301291	5.292256071	5.164352856	5.041392685	4.879669206	4.663700925	4.416640507	4.173186268	3.941511433	3.740362689	2.477121255
5.376576957	5.240549248	5.103803721	4.971739591	4.795880017	4.562292864	4.301029996	4.041392685	3.794488047	3.586587305	2.276461804
5.33243846	5.187520721	5.041392685	4.903089987	4.712649702	4.459392488	4.170261715	3.889301703	3.631443769	3.419955748	2.075546961
5.290034611	5.136720567	4.981365509	4.834420704	4.630427875	4.356025857	4.045322979	3.738780558	3.46686762	3.252853031	1.877371346
5.255272505	5.089905111	4.924279286	4.769377326	4.551449998	4.257678575	3.919601024	3.589949601	3.305351369	3.089905111	1.67669361
5.220108088	5.045322979	4.868644438	4.706717782	4.474216264	4.164352856	3.800029359	3.447158031	3.149219113	2.92788341	1.477121255
5.187520721	4.999130541	4.815577748	4.644438589	4.399673721	4.075546961	3.687528961	3.309630167	3	2.778874472	1.276461804
5.155336037	4.957128198	4.764176132	4.58546073	4.328379603	3.989449818	3.579783597	3.178976947	2.861534411	2.638489257	1.075546961
5.123851641	4.916453949	4.715167358	4.5289167	4.260071388	3.907411361	3.477121255	3.056904851	2.725094521	2.501059262	0.877371346
5.096910013	4.877371346	4.667452953	4.472756449	4.190331698	3.827369273	3.376576957	2.935003151	2.592176757	2.367355921	0.67669361
5.068185862	4.840106094	4.621176282	4.418301291	4.127104798	3.748188027	3.281033367	2.820201459	2.460897843	2.238046103	0.477121255
5.041392685	4.802773725	4.57634135	4.365487985	4.06069784	3.670245853	3.187520721	2.7084209	2.33243846	2.10720997	0.276461804
5.012837225	4.765668555	4.531478917	4.311753861	3.993876915	3.593286067	3.100370545	2.598790507	2.201397124	1.978636948	0.075546961
4.982271233	4.72916479	4.487138375	4.257678575	3.928395852	3.525044807	3.017033339	2.489958479	2.075546961	1.849419414	-0.122628654
4.95230801	4.692846919	4.440909082	4.204119983	3.857332496	3.450249108	2.942999593	2.385606274	1.899820502	1.73239376	-0.32330639
4.922206277	4.657055853	4.397940009	4.149219113	3.784617293	3.376576957	2.868644438	2.274157849	1.783188691	1.633468456	-0.522878745
